"home_season","week","rank_away","rank_home","game_type","neutral","spread","home_win","average_spread","average_fumbles","average_q1_points","average_q2_points","average_q3_points","average_q4_points","average_first_downs","average_run_pass_ratio","average_rush_yard_to_total_yards","average_time_of_possession","average_interceptions","average_number_of_penalties","average_penalty_yards","average_third_down_completion_rate","average_pass_completion_rate"
"Michigan_2025",1,26,14,"regular","FALSE",17,"Win",17.0,1.0,14.0,10.0,3.0,7.0,20.0,1.032258064516129,0.4446902654867257,26.997,0.0,8.0,65.0,0.46153846153846156,0.6774193548387096
"Michigan_2025",3,26,23,"regular","FALSE",60,"Win",60.0,0.0,14.0,21.0,14.0,14.0,35.0,2.2,0.6185064935064936,33.116,1.0,4.0,45.0,0.7272727272727273,0.64
"Michigan_2025",5,26,20,"regular","FALSE",14,"Win",30.333333333333332,0.3333333333333333,11.666666666666666,11.333333333333334,8.0,9.333333333333334,24.666666666666668,1.4821812596006145,0.4854850619865038,29.721,0.3333333333333333,4.333333333333333,40.0,0.5351592851592851,0.6653302611367128
"Michigan_2025",7,26,26,"regular","FALSE",17,"Win",30.333333333333332,0.0,9.333333333333334,8.0,9.333333333333334,10.333333333333334,25.666666666666668,1.6142857142857145,0.4867353891583946,33.21633333333333,0.3333333333333333,3.3333333333333335,30.0,0.5351592851592852,0.6895238095238095
"Michigan_2025",9,26,21,"regular","FALSE",5,"Win",12.0,0.3333333333333333,7.0,3.3333333333333335,4.666666666666667,8.0,20.666666666666668,1.471861471861472,0.4924593553094964,31.205333333333332,0.3333333333333333,3.3333333333333335,25.666666666666668,0.4745532245532245,0.6731601731601732
"Michigan_2025",12,1,15,"regular","FALSE",-18,"Loss",1.3333333333333333,0.3333333333333333,6.666666666666667,3.3333333333333335,2.3333333333333335,5.666666666666667,17.333333333333332,1.5115440115440115,0.5658721904925116,28.183000000000003,0.6666666666666666,3.3333333333333335,23.333333333333332,0.37270137270137277,0.595117845117845
