"week","rank_away","rank_home","game_type","neutral","q1_home","q2_home","q3_home","q4_home","first_downs_home","fum_home","int_home","pen_num_home","pen_yards_home","possession_home","spread","home_win","Home Third Down Completion Rate ","Home Pass Completion Rate","home_season","Run-Pass Ratio","Rush Yards - Total Yards"
1,26,26,"regular","False",0,24,14,14,28,1,1,10,100,31.53,28,"Win",0.5,0.6666666666666666,"Missouri_2022",1.6666666666666667,0.578853046594982
3,26,26,"regular","False",14,3,14,3,18,1,0,9,85,34.17,17,"Win",0.3333333333333333,0.7096774193548387,"Missouri_2022",1.3225806451612903,0.39139344262295084
5,1,26,"regular","False",3,13,3,3,14,0,0,7,66,25.2,-4,"Loss",0.23076923076923078,0.625,"Missouri_2022",0.65625,0.3469387755102041
8,26,26,"regular","False",7,10,0,0,19,3,1,2,10,28.95,3,"Win",0.5,0.68,"Missouri_2022",1.6,0.31493506493506496
10,26,26,"regular","False",3,0,0,14,12,2,0,7,71,28.92,-4,"Loss",0.15384615384615385,0.6666666666666666,"Missouri_2022",1.2592592592592593,0.38362068965517243
12,26,26,"regular","False",7,14,14,10,24,1,0,6,39,29.43,31,"Win",0.6428571428571429,0.6451612903225806,"Missouri_2022",1.1935483870967742,0.4108352144469526
13,26,26,"regular","False",10,10,9,0,19,0,0,10,61,31.68,2,"Win",0.35714285714285715,0.6153846153846154,"Missouri_2022",1.5,0.4829059829059829
17,26,26,"post","True",3,7,7,0,21,1,0,9,85,32.18,-10,"Loss",0.42105263157894735,0.6122448979591837,"Missouri_2022",0.673469387755102,0.3557422969187675
1,26,26,"regular","False",14,14,0,7,22,0,1,7,56,29.03,25,"Win",0.6,0.7692307692307693,"Missouri_2023",1.5384615384615385,0.49440715883668906
2,26,26,"regular","False",3,7,6,7,21,0,0,5,50,32.0,4,"Win",0.5384615384615384,0.7368421052631579,"Missouri_2023",2.4210526315789473,0.35443037974683544
3,15,26,"regular","False",10,7,0,13,20,0,0,6,40,26.0,3,"Win",0.23076923076923078,0.6388888888888888,"Missouri_2023",0.7777777777777778,0.17209302325581396
4,26,26,"regular","True",7,10,7,10,22,1,0,7,41,27.33,7,"Win",0.0,0.72,"Missouri_2023",1.44,0.37084870848708484
6,23,21,"regular","False",15,10,7,7,23,0,2,11,63,27.57,-10,"Loss",0.36363636363636365,0.6382978723404256,"Missouri_2023",0.44680851063829785,0.22011385199240988
8,26,20,"regular","False",14,10,0,10,22,0,0,6,55,28.87,22,"Win",0.5384615384615384,0.6,"Missouri_2023",1.6,0.5095693779904307
11,13,14,"regular","False",0,13,9,14,26,0,1,7,50,39.93,29,"Win",0.6470588235294118,0.75,"Missouri_2023",2.125,0.4811320754716981
12,26,9,"regular","False",3,10,10,10,21,0,0,7,60,26.87,2,"Win",0.5294117647058824,0.5555555555555556,"Missouri_2023",0.8888888888888888,0.3484251968503937
1,26,11,"regular","False",28,7,10,6,30,1,0,7,44,33.23,51,"Win",0.6153846153846154,0.7142857142857143,"Missouri_2024",0.8571428571428571,0.3660531697341513
2,26,9,"regular","False",3,21,7,7,28,0,1,10,80,38.35,38,"Win",0.6,0.8095238095238095,"Missouri_2024",0.9761904761904762,0.4922779922779923
3,24,6,"regular","False",3,14,7,3,22,0,0,8,91,35.77,6,"Win",0.5789473684210527,0.7,"Missouri_2024",1.4333333333333333,0.4
4,26,7,"regular","False",7,3,10,0,22,0,0,3,33,33.1,3,"Win",0.4117647058823529,0.6216216216216216,"Missouri_2024",1.0810810810810811,0.48868778280542985
8,26,19,"regular","False",3,0,3,15,20,2,0,2,24,27.55,4,"Win",0.4117647058823529,0.4883720930232558,"Missouri_2024",0.7441860465116279,0.22946175637393768
11,26,24,"regular","False",0,3,7,20,19,1,0,6,55,34.43,7,"Win",0.5789473684210527,0.5185185185185185,"Missouri_2024",1.7037037037037037,0.4856115107913669
14,26,21,"regular","False",7,0,3,18,18,0,0,7,46,31.65,7,"Win",0.4,0.5,"Missouri_2024",2.35,0.5346260387811634
17,26,19,"post","True",7,7,7,6,23,0,0,6,60,31.72,3,"Win",0.38461538461538464,0.5454545454545454,"Missouri_2024",1.0,0.23670212765957446
1,26,22,"regular","False",14,17,17,7,35,0,0,6,60,33.92,48,"Win",0.6666666666666666,0.4857142857142857,"Nebraska_2014",1.6285714285714286,0.6352040816326531
2,26,19,"regular","False",14,7,3,7,17,0,1,5,40,24.73,7,"Win",0.3076923076923077,0.5161290322580645,"Nebraska_2014",1.064516129032258,0.4462242562929062
4,26,24,"regular","False",7,10,14,10,27,1,1,7,69,32.85,10,"Win",0.7,0.6923076923076923,"Nebraska_2014",4.153846153846154,0.7521929824561403
5,26,21,"regular","False",7,24,7,7,35,1,1,8,70,39.6,31,"Win",0.4666666666666667,0.47619047619047616,"Nebraska_2014",3.3333333333333335,0.7339743589743589
9,26,16,"regular","False",7,14,14,7,21,1,1,5,35,29.47,18,"Win",0.6153846153846154,0.6363636363636364,"Nebraska_2014",1.8636363636363635,0.6417582417582418
10,26,15,"regular","False",7,14,7,7,17,1,2,3,30,30.47,21,"Win",0.2857142857142857,0.38095238095238093,"Nebraska_2014",2.4285714285714284,0.6026936026936027
13,25,23,"regular","False",7,14,3,0,18,2,0,3,25,24.88,-4,"Loss",0.46153846153846156,0.6,"Nebraska_2014",1.9,0.43828715365239296
1,26,26,"regular","False",14,0,14,0,25,1,1,12,90,32.88,-5,"Loss",0.42857142857142855,0.5853658536585366,"Nebraska_2015",0.9024390243902439,0.28314606741573034
2,26,26,"regular","False",14,10,7,17,31,0,1,7,80,33.57,39,"Win",0.5555555555555556,0.6842105263157895,"Nebraska_2015",0.9736842105263158,0.45989304812834225
4,26,26,"regular","False",10,12,7,7,24,1,1,12,98,34.02,8,"Win",0.3076923076923077,0.6571428571428571,"Nebraska_2015",1.1142857142857143,0.39672131147540984
6,26,26,"regular","False",0,14,0,7,13,1,0,9,89,28.07,-2,"Loss",0.4444444444444444,0.39285714285714285,"Nebraska_2015",1.3214285714285714,0.6030769230769231
8,26,26,"regular","False",5,7,7,9,22,0,1,6,64,38.97,-2,"Loss",0.45,0.5,"Nebraska_2015",0.7916666666666666,0.21983914209115282
10,7,26,"regular","False",10,3,7,19,24,0,2,5,55,27.58,1,"Win",0.5,0.5757575757575758,"Nebraska_2015",1.0909090909090908,0.3587174348697395
13,4,26,"regular","False",0,10,7,3,22,0,4,8,95,36.1,-8,"Loss",0.4375,0.5555555555555556,"Nebraska_2015",0.8444444444444444,0.3163972286374134
17,26,26,"post","True",7,14,9,7,31,1,0,6,38,38.25,8,"Win",0.6363636363636364,0.631578947368421,"Nebraska_2015",3.263157894736842,0.652
1,26,26,"regular","False",7,7,7,22,20,0,0,7,80,31.88,33,"Win",0.45454545454545453,0.46153846153846156,"Nebraska_2016",3.923076923076923,0.7192118226600985
2,26,26,"regular","False",7,10,7,28,25,0,1,7,93,33.12,35,"Win",0.5714285714285714,0.6,"Nebraska_2016",1.2285714285714286,0.2509090909090909
3,22,26,"regular","False",7,7,14,7,26,1,0,7,55,35.08,3,"Win",0.38461538461538464,0.4857142857142857,"Nebraska_2016",1.3428571428571427,0.5327102803738317
5,26,15,"regular","False",7,3,0,21,23,1,1,3,35,38.02,15,"Win",0.7142857142857143,0.6956521739130435,"Nebraska_2016",2.130434782608696,0.4799054373522459
8,26,8,"regular","False",10,0,7,10,22,0,1,7,67,33.32,13,"Win",0.4666666666666667,0.5483870967741935,"Nebraska_2016",1.1935483870967742,0.38386308068459657
11,26,19,"regular","False",3,7,7,7,19,0,0,8,81,29.1,7,"Win",0.4666666666666667,0.6785714285714286,"Nebraska_2016",1.1428571428571428,0.4197860962566845
12,26,18,"regular","False",14,7,7,0,27,0,0,2,20,39.0,21,"Win",0.47058823529411764,0.6216216216216216,"Nebraska_2016",1.2162162162162162,0.4513715710723192
1,26,26,"regular","False",17,10,7,9,25,0,0,8,75,32.3,7,"Win",0.5,0.59375,"Nebraska_2017",1.1875,0.48596112311015116
3,26,26,"regular","False",0,0,10,7,18,0,3,5,48,36.57,-4,"Loss",0.3157894736842105,0.5319148936170213,"Nebraska_2017",0.7659574468085106,0.22135416666666666
4,26,26,"regular","False",7,7,7,6,21,0,2,6,46,35.35,10,"Win",0.47058823529411764,0.5,"Nebraska_2017",1.8076923076923077,0.6437908496732027
6,9,26,"regular","False",0,10,7,0,16,1,1,4,35,23.32,-21,"Loss",0.4666666666666667,0.5142857142857142,"Nebraska_2017",0.7428571428571429,0.2887139107611549
7,9,26,"regular","False",0,0,14,0,15,0,1,12,104,24.75,-42,"Loss",0.3333333333333333,0.574468085106383,"Nebraska_2017",0.3404255319148936,0.11195928753180662
10,26,26,"regular","False",7,7,10,0,21,0,3,7,68,31.67,-7,"Loss",0.3333333333333333,0.5526315789473685,"Nebraska_2017",0.8157894736842105,0.3323442136498516
13,26,26,"regular","False",7,7,0,0,12,0,3,3,19,26.85,-42,"Loss",0.3333333333333333,0.5476190476190477,"Nebraska_2017",0.5,0.250936329588015
2,26,26,"regular","False",7,14,7,0,25,2,1,11,95,29.75,-5,"Loss",0.38461538461538464,0.6551724137931034,"Nebraska_2018",1.8620689655172413,0.5823008849557522
3,26,26,"regular","False",0,7,6,6,22,1,2,10,77,32.9,-5,"Loss",0.3125,0.7037037037037037,"Nebraska_2018",1.7777777777777777,0.5137362637362637
5,26,26,"regular","False",7,0,14,7,31,0,1,11,136,23.73,-14,"Loss",0.3333333333333333,0.5952380952380952,"Nebraska_2018",0.9285714285714286,0.44501718213058417
8,26,26,"regular","False",14,14,8,17,28,1,0,6,43,29.03,25,"Win",0.6666666666666666,0.8333333333333334,"Nebraska_2018",1.4333333333333333,0.5811836115326252
9,26,26,"regular","False",28,10,0,7,23,0,2,5,35,24.33,36,"Win",0.5,0.5483870967741935,"Nebraska_2018",1.064516129032258,0.4829059829059829
11,26,26,"regular","False",21,17,7,9,22,1,1,7,72,29.82,19,"Win",0.3333333333333333,0.7058823529411765,"Nebraska_2018",1.0,0.5214521452145214
12,26,26,"regular","False",0,0,0,9,14,2,0,5,45,25.35,3,"Win",0.2857142857142857,0.43243243243243246,"Nebraska_2018",0.8108108108108109,0.4153225806451613
1,26,24,"regular","False",7,7,14,7,15,2,1,8,64,25.78,14,"Win",0.4,0.5909090909090909,"Nebraska_2019",2.0,0.35507246376811596
3,26,26,"regular","False",10,20,7,7,22,1,0,1,15,22.03,36,"Win",0.46153846153846156,0.59375,"Nebraska_2019",1.03125,0.4533333333333333
5,5,26,"regular","False",0,0,7,0,15,0,3,6,57,23.1,-41,"Loss",0.3333333333333333,0.47058823529411764,"Nebraska_2019",2.2941176470588234,0.7965367965367965
6,26,26,"regular","False",7,3,0,3,12,0,0,8,74,28.65,3,"Win",0.3157894736842105,0.6,"Nebraska_2019",1.6,0.4169278996865204
9,26,26,"regular","False",14,7,3,7,26,2,0,6,44,27.53,-7,"Loss",0.46153846153846156,0.8695652173913043,"Nebraska_2019",2.1739130434782608,0.4280155642023346
12,14,26,"regular","False",7,7,7,0,23,0,1,3,31,25.33,-16,"Loss",0.5,0.5652173913043478,"Nebraska_2019",1.608695652173913,0.5537525354969574
14,17,26,"regular","False",3,7,14,0,18,1,1,3,25,33.85,-3,"Loss",0.38095238095238093,0.5217391304347826,"Nebraska_2019",2.4347826086956523,0.647887323943662
11,26,26,"regular","False",10,17,0,3,17,0,1,5,39,23.6,7,"Win",0.3333333333333333,0.6190476190476191,"Nebraska_2020",1.8571428571428572,0.4899328859060403
12,26,26,"regular","False",7,3,7,6,25,2,3,7,66,23.65,-18,"Loss",0.3333333333333333,0.6,"Nebraska_2020",1.4666666666666666,0.548469387755102
15,26,26,"regular","False",0,14,0,3,17,1,1,3,32,24.2,-7,"Loss",0.3076923076923077,0.5517241379310345,"Nebraska_2020",1.2413793103448276,0.6396103896103896
1,26,26,"regular","False",7,17,14,14,34,2,0,2,10,36.35,45,"Win",0.631578947368421,0.7,"Nebraska_2021",2.1666666666666665,0.5197472353870458
2,26,26,"regular","False",0,14,0,14,19,1,0,9,71,28.0,25,"Win",0.5333333333333333,0.7,"Nebraska_2021",2.05,0.4263565891472868
5,26,26,"regular","False",21,14,14,7,28,0,0,4,19,34.08,49,"Win",0.5555555555555556,0.7142857142857143,"Nebraska_2021",2.5238095238095237,0.649923896499239
6,9,26,"regular","False",0,0,22,7,19,1,1,6,47,25.6,-3,"Loss",0.2727272727272727,0.6428571428571429,"Nebraska_2021",1.1428571428571428,0.3248259860788863
9,26,26,"regular","False",7,10,0,6,19,0,4,4,38,21.37,-5,"Loss",0.4,0.4827586206896552,"Nebraska_2021",1.0,0.3258145363408521
10,5,26,"regular","False",0,10,7,0,18,0,1,6,60,26.13,-9,"Loss",0.15384615384615385,0.5161290322580645,"Nebraska_2021",1.096774193548387,0.31301939058171746
13,16,26,"regular","False",7,7,7,0,18,1,1,5,50,28.12,-7,"Loss",0.38461538461538464,0.7272727272727273,"Nebraska_2021",1.9545454545454546,0.3944954128440367
1,26,26,"regular","False",7,0,17,14,26,1,1,7,45,23.98,21,"Win",0.5454545454545454,0.6666666666666666,"Nebraska_2022",1.9523809523809523,0.5583524027459954
2,26,26,"regular","False",7,21,7,7,33,0,0,10,77,31.93,-3,"Loss",0.6923076923076923,0.6764705882352942,"Nebraska_2022",1.3823529411764706,0.4469565217391304
3,6,26,"regular","False",7,0,0,7,21,1,1,5,40,30.4,-35,"Loss",0.35294117647058826,0.6774193548387096,"Nebraska_2022",1.4516129032258065,0.4984709480122324
5,26,26,"regular","False",7,14,0,14,22,1,1,12,111,34.85,14,"Win",0.4375,0.6666666666666666,"Nebraska_2022",1.8888888888888888,0.2987012987012987
9,17,26,"regular","False",3,6,0,0,9,1,3,3,30,21.78,-17,"Loss",0.16666666666666666,0.4583333333333333,"Nebraska_2022",1.0416666666666667,0.24193548387096775
10,26,26,"regular","False",10,0,0,3,13,0,1,2,10,25.32,-7,"Loss",0.3125,0.4230769230769231,"Nebraska_2022",1.3461538461538463,0.5468164794007491
12,26,26,"regular","False",0,7,7,0,12,0,0,2,15,23.05,-1,"Loss",0.45454545454545453,0.6,"Nebraska_2022",1.45,0.38011695906432746
3,26,26,"regular","False",7,7,7,14,23,1,0,5,70,36.28,24,"Win",0.5714285714285714,0.5833333333333334,"Nebraska_2023",1.8333333333333333,0.5863874345549738
4,26,26,"regular","False",0,7,7,14,20,0,0,6,55,31.97,14,"Win",0.2727272727272727,0.4444444444444444,"Nebraska_2023",2.6666666666666665,0.7446300715990454
5,2,26,"regular","False",0,0,0,7,10,0,1,4,30,21.98,-38,"Loss",0.3,0.56,"Nebraska_2023",0.84,0.3475409836065574
8,26,26,"regular","False",3,7,0,7,14,0,2,3,30,29.13,8,"Win",0.3333333333333333,0.47058823529411764,"Nebraska_2023",2.2941176470588234,0.657258064516129
9,26,26,"regular","False",0,14,7,10,14,4,0,6,49,33.02,17,"Win",0.5,0.5454545454545454,"Nebraska_2023",4.363636363636363,0.5595667870036101
11,26,26,"regular","False",0,0,10,0,17,1,4,1,15,31.02,-3,"Loss",0.2222222222222222,0.47619047619047616,"Nebraska_2023",1.9047619047619047,0.6802973977695167
13,17,26,"regular","False",0,7,3,0,10,2,1,5,40,28.25,-3,"Loss",0.47058823529411764,0.5357142857142857,"Nebraska_2023",1.0714285714285714,0.2840909090909091
1,26,26,"regular","False",7,23,7,3,30,1,0,3,35,38.53,33,"Win",0.6470588235294118,0.6944444444444444,"Nebraska_2024",1.3055555555555556,0.43984220907297833
2,26,26,"regular","False",14,14,0,0,22,0,0,12,105,35.35,18,"Win",0.25,0.7666666666666667,"Nebraska_2024",1.1666666666666667,0.44610778443113774
3,26,23,"regular","False",7,14,6,7,22,0,1,4,44,21.88,31,"Win",0.5714285714285714,0.7692307692307693,"Nebraska_2024",0.8461538461538461,0.33569739952718675
4,24,22,"regular","False",10,7,0,7,20,0,1,10,89,30.35,-7,"Loss",0.5333333333333333,0.6857142857142857,"Nebraska_2024",0.9428571428571428,0.1391304347826087
6,26,26,"regular","False",7,7,0,0,15,0,1,7,37,31.58,7,"Win",0.3684210526315789,0.5,"Nebraska_2024",1.5,0.3716475095785441
10,26,26,"regular","False",0,7,7,6,21,0,2,2,15,30.77,-7,"Loss",0.5294117647058824,0.47058823529411764,"Nebraska_2024",1.1176470588235294,0.35093167701863354
13,26,26,"regular","False",7,17,10,10,29,1,0,4,48,33.12,19,"Win",0.4444444444444444,0.7368421052631579,"Nebraska_2024",0.9473684210526315,0.38054968287526425
17,26,26,"post","True",0,13,7,0,21,1,1,6,55,31.27,5,"Win",0.2727272727272727,0.7419354838709677,"Nebraska_2024",1.064516129032258,0.3608815426997245
1,26,26,"regular","False",0,7,14,3,22,0,2,1,0,28.43,-7,"Loss",0.4,0.5333333333333333,"Northwestern_2014",0.8,0.3050847457627119
2,26,26,"regular","False",0,0,7,8,21,0,1,9,93,31.47,-8,"Loss",0.6086956521739131,0.6511627906976745,"Northwestern_2014",0.8604651162790697,0.18274111675126903
4,26,26,"regular","False",7,7,7,3,15,2,0,5,35,27.05,17,"Win",0.21428571428571427,0.6,"Northwestern_2014",1.64,0.5865724381625441
6,17,26,"regular","False",3,7,7,3,22,0,0,4,20,30.55,6,"Win",0.3125,0.5172413793103449,"Northwestern_2014",1.5862068965517242,0.5272727272727272
8,19,26,"regular","False",7,10,0,0,21,0,1,8,65,27.07,-21,"Loss",0.3125,0.46153846153846156,"Northwestern_2014",0.8717948717948718,0.40344827586206894
11,26,26,"regular","False",0,0,0,9,18,1,2,3,10,39.23,-1,"Loss",0.47619047619047616,0.6530612244897959,"Northwestern_2014",0.7142857142857143,-0.03409090909090909
14,26,26,"regular","False",0,7,10,16,19,2,3,4,48,25.38,-14,"Loss",0.4117647058823529,0.5714285714285714,"Northwestern_2014",0.9047619047619048,0.41397849462365593
1,21,26,"regular","False",3,7,0,6,17,0,0,5,57,31.87,10,"Win",0.5454545454545454,0.48,"Northwestern_2015",2.16,0.6818181818181818
2,26,26,"regular","False",10,17,14,0,28,1,0,3,26,37.08,41,"Win",0.5882352941176471,0.6875,"Northwestern_2015",4.3125,0.6935483870967742
4,26,17,"regular","False",0,7,17,0,23,2,1,8,57,33.42,5,"Win",0.5909090909090909,0.5806451612903226,"Northwestern_2015",1.8387096774193548,0.5311355311355311
5,26,16,"regular","False",3,7,10,7,16,0,0,3,20,34.03,27,"Win",0.4117647058823529,0.7368421052631579,"Northwestern_2015",2.6842105263157894,0.5897435897435898
7,17,20,"regular","False",0,10,0,0,13,2,1,5,55,22.63,-30,"Loss",0.42105263157894735,0.46511627906976744,"Northwestern_2015",0.6046511627906976,0.25757575757575757
10,26,21,"regular","False",0,20,0,3,22,0,1,7,80,29.32,2,"Win",0.35294117647058826,0.5,"Northwestern_2015",1.46875,0.5732323232323232
11,26,18,"regular","False",7,7,0,7,21,1,2,4,23,31.62,7,"Win",0.47058823529411764,0.4583333333333333,"Northwestern_2015",2.0,0.6544502617801047
1,26,26,"regular","False",7,0,7,7,15,1,0,2,20,20.93,-1,"Loss",0.4,0.6818181818181818,"Northwestern_2016",1.4090909090909092,0.38557993730407525
2,26,26,"regular","False",0,0,0,7,16,0,0,6,70,25.7,-2,"Loss",0.2777777777777778,0.4146341463414634,"Northwestern_2016",0.7560975609756098,0.3104693140794224
3,26,26,"regular","False",7,0,10,7,22,0,2,5,37,32.88,11,"Win",0.42105263157894735,0.46153846153846156,"Northwestern_2016",1.1282051282051282,0.21182266009852216
4,20,26,"regular","False",0,7,6,0,23,0,2,4,36,24.62,-11,"Loss",0.35714285714285715,0.6578947368421053,"Northwestern_2016",0.8421052631578947,0.35309278350515466
8,26,26,"regular","False",14,10,0,0,26,0,0,6,43,31.13,10,"Win",0.29411764705882354,0.5454545454545454,"Northwestern_2016",1.0,0.3014705882352941
10,8,26,"regular","False",0,7,0,0,14,1,0,5,28,19.58,-14,"Loss",0.2777777777777778,0.5384615384615384,"Northwestern_2016",0.36538461538461536,0.12341772151898735
13,26,26,"regular","False",14,7,14,7,22,1,0,5,50,29.53,21,"Win",0.42857142857142855,0.65,"Northwestern_2016",2.45,0.6967418546365914
17,23,26,"post","True",0,14,7,10,27,1,1,4,35,35.37,7,"Win",0.47368421052631576,0.6388888888888888,"Northwestern_2016",1.3888888888888888,0.5367965367965368
1,26,26,"regular","False",7,0,10,14,26,1,1,8,90,38.92,11,"Win",0.42105263157894735,0.7368421052631579,"Northwestern_2017",1.3157894736842106,0.30708661417322836
3,26,26,"regular","False",14,21,0,14,30,2,0,4,23,30.08,42,"Win",0.7272727272727273,0.7741935483870968,"Northwestern_2017",1.3870967741935485,0.4469026548672566
6,4,26,"regular","False",0,0,0,7,15,1,2,8,74,25.93,-24,"Loss",0.2631578947368421,0.5348837209302325,"Northwestern_2017",0.6976744186046512,0.2528301886792453
8,26,26,"regular","False",0,0,7,3,21,0,0,5,40,29.27,7,"Win",0.25,0.5833333333333334,"Northwestern_2017",1.2777777777777777,0.4336283185840708
9,16,26,"regular","False",0,10,0,7,28,1,0,1,9,25.02,8,"Win",0.4666666666666667,0.68,"Northwestern_2017",0.56,0.14814814814814814
11,26,25,"regular","False",0,14,6,3,22,0,0,4,40,32.78,10,"Win",0.4090909090909091,0.5652173913043478,"Northwestern_2017",0.8260869565217391,0.24102564102564103
12,26,23,"regular","False",0,25,7,7,22,0,0,3,30,34.1,39,"Win",0.42857142857142855,0.6923076923076923,"Northwestern_2017",4.230769230769231,0.7630853994490359
17,26,21,"post","True",3,14,0,7,20,0,0,7,70,35.87,1,"Win",0.3333333333333333,0.42857142857142855,"Northwestern_2017",2.6666666666666665,0.753393665158371
2,26,26,"regular","False",7,0,0,0,23,0,2,2,20,31.48,-14,"Loss",0.45,0.5535714285714286,"Northwestern_2018",0.5714285714285714,0.25984251968503935
3,26,26,"regular","False",7,14,7,6,29,1,2,3,35,29.83,-5,"Loss",0.3333333333333333,0.6379310344827587,"Northwestern_2018",0.6206896551724138,0.17515274949083504
5,14,26,"regular","False",10,7,0,0,15,0,0,2,25,25.32,-3,"Loss",0.38461538461538464,0.5517241379310345,"Northwestern_2018",1.1724137931034482,0.13861386138613863
7,26,26,"regular","False",0,14,0,17,30,0,2,1,5,29.88,3,"Win",0.4444444444444444,0.6307692307692307,"Northwestern_2018",0.35384615384615387,0.06570841889117043
9,20,26,"regular","False",7,7,10,7,19,0,3,3,20,33.63,14,"Win",0.47058823529411764,0.5666666666666667,"Northwestern_2018",1.6333333333333333,0.5214899713467048
10,4,26,"regular","False",0,7,0,14,16,0,0,0,0,30.4,-10,"Loss",0.3333333333333333,0.5517241379310345,"Northwestern_2018",1.3793103448275863,0.43373493975903615
13,26,19,"regular","False",7,14,3,0,19,0,0,1,15,28.9,8,"Win",0.6153846153846154,0.6666666666666666,"Northwestern_2018",2.5555555555555554,0.7035040431266847
3,26,26,"regular","False",10,6,7,7,26,0,1,8,78,32.63,16,"Win",0.35714285714285715,0.48,"Northwestern_2019",2.0,0.6258503401360545
4,26,26,"regular","False",0,3,0,7,17,0,3,3,25,31.77,-21,"Loss",0.4,0.5135135135135135,"Northwestern_2019",1.1891891891891893,0.5245283018867924
8,4,26,"regular","False",3,0,0,0,14,0,2,8,76,32.37,-49,"Loss",0.2777777777777778,0.2857142857142857,"Northwestern_2019",2.238095238095238,0.7889447236180904
9,20,26,"regular","False",0,0,0,0,13,0,1,2,21,26.48,-20,"Loss",0.35294117647058826,0.5625,"Northwestern_2019",1.09375,0.31683168316831684
11,26,26,"regular","False",14,2,0,6,24,1,1,9,86,32.9,-2,"Loss",0.4,0.6129032258064516,"Northwestern_2019",1.4516129032258065,0.5770114942528736
12,26,26,"regular","False",0,21,3,21,16,1,2,0,0,29.87,39,"Win",0.5,0.5384615384615384,"Northwestern_2019",4.0,0.8146341463414634
13,10,26,"regular","False",0,9,7,6,14,0,0,5,36,28.7,-16,"Loss",0.4666666666666667,0.6666666666666666,"Northwestern_2019",4.083333333333333,0.5739910313901345
8,26,26,"regular","False",14,16,7,6,31,0,0,5,48,37.35,40,"Win",0.5,0.7666666666666667,"Northwestern_2020",1.7666666666666666,0.6052141527001862
10,26,26,"regular","False",7,0,7,7,14,0,2,8,64,27.55,8,"Win",0.4375,0.5925925925925926,"Northwestern_2020",1.4074074074074074,0.4668769716088328
12,10,19,"regular","False",7,7,0,3,16,1,0,1,5,22.98,10,"Win",0.13333333333333333,0.5333333333333333,"Northwestern_2020",0.5111111111111111,0.09125475285171103
15,26,14,"regular","False",0,14,14,0,23,1,0,6,40,34.58,18,"Win",0.4,0.5833333333333334,"Northwestern_2020",4.833333333333333,0.8336713995943205
17,26,14,"post","True",14,0,7,14,25,0,0,7,68,35.7,16,"Win",0.4117647058823529,0.6857142857142857,"Northwestern_2020",1.457142857142857,0.36323851203501095
1,26,26,"regular","False",0,7,0,14,20,0,0,6,40,35.7,-17,"Loss",0.42105263157894735,0.6976744186046512,"Northwestern_2021",0.8837209302325582,0.2925
2,26,26,"regular","False",14,0,3,7,18,1,1,5,55,29.63,18,"Win",0.38461538461538464,0.5625,"Northwestern_2021",2.875,0.76
4,26,26,"regular","False",14,3,0,18,22,1,0,4,32,31.17,29,"Win",0.5333333333333333,0.6,"Northwestern_2021",2.55,0.8091106290672451
7,26,26,"regular","False",7,7,0,7,21,0,0,4,50,32.98,14,"Win",0.29411764705882354,0.5454545454545454,"Northwestern_2021",1.4545454545454546,0.3358208955223881
9,26,26,"regular","False",0,7,0,7,13,1,0,4,33,19.85,-27,"Loss",0.36363636363636365,0.5,"Northwestern_2021",1.4090909090909092,0.5933609958506224
10,22,26,"regular","False",0,3,3,6,20,0,3,8,65,28.92,-5,"Loss",0.3333333333333333,0.5681818181818182,"Northwestern_2021",0.7045454545454546,0.256198347107438
12,26,26,"regular","True",0,7,7,0,19,0,1,4,44,31.55,-18,"Loss",0.4166666666666667,0.72,"Northwestern_2021",1.76,0.4752475247524752
1,26,26,"regular","True",3,14,7,7,25,1,0,8,65,34.23,3,"Win",0.4117647058823529,0.7105263157894737,"Northwestern_2022",1.236842105263158,0.4053030303030303
2,26,26,"regular","False",0,10,6,7,29,2,1,4,51,34.8,-8,"Loss",0.29411764705882354,0.6,"Northwestern_2022",0.5666666666666667,0.1487279843444227
3,26,26,"regular","False",7,7,0,10,24,2,2,6,45,28.97,-7,"Loss",0.35294117647058826,0.627906976744186,"Northwestern_2022",1.0232558139534884,0.4394736842105263
4,26,26,"regular","False",7,0,0,7,17,2,0,6,62,27.82,-3,"Loss",0.4117647058823529,0.5909090909090909,"Northwestern_2022",0.7045454545454546,0.29395604395604397
6,26,26,"regular","False",0,0,0,7,18,1,2,2,20,25.73,-35,"Loss",0.23076923076923078,0.5365853658536586,"Northwestern_2022",0.6585365853658537,0.2309941520467836
10,2,26,"regular","False",7,0,0,0,17,0,0,4,27,36.43,-14,"Loss",0.45,0.5882352941176471,"Northwestern_2022",3.4705882352941178,0.7228070175438597
13,26,26,"regular","False",0,0,0,3,22,1,5,5,44,33.35,-38,"Loss",0.375,0.5483870967741935,"Northwestern_2022",1.5806451612903225,0.4797507788161994
2,26,26,"regular","False",7,0,21,10,17,0,0,4,33,28.65,31,"Win",0.5454545454545454,0.65,"Northwestern_2023",1.95,0.47058823529411764
4,26,26,"regular","False",0,7,3,21,25,1,0,8,87,29.83,3,"Win",0.47058823529411764,0.6666666666666666,"Northwestern_2023",0.5686274509803921,0.18699186991869918
5,6,26,"regular","False",3,7,0,3,12,0,1,4,18,27.87,-28,"Loss",0.3125,0.5161290322580645,"Northwestern_2023",1.032258064516129,0.2571428571428571
6,26,26,"regular","False",9,7,7,0,21,0,0,8,46,30.43,3,"Win",0.5384615384615384,0.7222222222222222,"Northwestern_2023",2.5555555555555554,0.5801282051282052
